3000,Special Thanks,,
3000,,くまもん,
3000,,水検定,
3000,,熊本市商工会議所,
3000,スタッフ紹介,,
3000,熊本支部代表者,スペースシップドラゴン,てん
3000,プロジェクトマネージャ,崇城大学の変わり者,和泉信生
3000,開発チームリーダ,若き天才,aharisu
3000,営業チームリーダ,最強,松川
3000,デザインチームリーダ,女王様,GAGA
6000,このアプリケーションは,日本アンドロイドの会熊本支部の,提供でお送りしました
3000,,,
